supporter_id,first_name,last_name,date_of_birth,email,postcode,region,sign_up_date,source_channel,marketing_consent,status,last_activity_date
3205,Leah,Gill,1966-05-24,leah.gill3205@example.com,EH17 6NS,North East,2019-07-20,Event,0,Active,2025-02-23
3206,Rachel,Jarvis,1949-11-10,rachel.jarvis3206@example.com,M30 5PF,Northern Ireland,2020-12-23,Telephone,1,Active,2022-05-29
3207,Gareth,Yeboah,1997-07-16,gareth.yeboah3207@example.com,BT40 8SD,North West,2025-01-08,Social,1,Active,2025-02-02
3208,Isaac,Abiola,2002-02-24,isaac.abiola3208@example.com,SE28 5UN,Northern Ireland,2020-09-19,Web,1,Active,2025-10-12
3209,Olive,Abiola,1974-03-05,olive.abiola3209@example.com,B2 1NY,East Midlands,2023-03-09,Web,1,Active,2025-09-10
3210,Harun,Nkemelu,1950-11-10,harun.nkemelu3210@example.com,CF33 9ZH,South East,2024-11-18,Social,0,Lapsed,2024-12-17
3211,Zara,Sandoval,1964-01-13,zara.sandoval3211@example.com,N16 6FJ,East Midlands,2019-05-21,Partner,1,Inactive,2020-02-22
3212,Elliot,Abiola,1950-02-22,elliot.abiola3212@example.com,EH20 9EE,East of England,2025-04-29,Web,0,Active,2026-08-11
3213,Liam,Iqbal,1988-06-01,liam.iqbal3213@example.com,N19 7GZ,North West,2023-09-09,Social,1,Active,2024-06-22
3214,Freya,Uddin,1961-07-19,freya.uddin3214@example.com,B32 4PA,South East,2025-08-03,Web,1,Active,2026-07-21
3215,Wei,Grewal,1966-09-20,wei.grewal3215@example.com,BT8 1AY,Wales,2017-04-08,Event,1,Active,2022-10-21
3216,Lucy,Bright,1991-01-23,lucy.bright3216@example.com,NE35 3TE,Scotland,2024-10-30,Direct Mail,1,Lapsed,2025-05-12
3217,Elliot,Sharpe,1968-07-03,elliot.sharpe3217@example.com,B6 3GT,North West,2020-02-07,Event,0,Lapsed,2022-03-23
3218,Wei,Fenton,2004-07-20,,LS25 3ZH,North West,2025-06-27,Direct Mail,0,Inactive,2025-10-13
3219,Grace,Dalgleish,1996-08-07,grace.dalgleish3219@example.com,L19 5TS,East Midlands,2026-06-03,Direct Mail,1,Inactive,2026-06-13
3220,Ben,Duffy,1953-05-26,ben.duffy3220@example.com,CF38 4AD,Scotland,2023-10-28,Direct Mail,1,Lapsed,2026-08-04
3221,Fatima,Tewari,1963-10-21,fatima.tewari3221@example.com,L2 7ED,West Midlands,2023-08-08,Social,1,Active,2024-05-14
3222,Uche,Mensah,1974-07-22,uche.mensah3222@example.com,LS9 7XX,West Midlands,2021-03-14,Partner,1,Deceased,2022-02-05
3223,Ben,Hargreaves,1982-03-19,ben.hargreaves3223@example.com,BS12 9DD,North East,2024-07-06,Social,1,Active,2026-07-26
3224,Rosa,Carrick,1977-04-14,rosa.carrick3224@example.com,M16 4NP,London,2021-06-26,Event,0,Active,2024-07-30
3225,Wei,Ahmed,1977-06-13,wei.ahmed3225@example.com,LS20 9JB,North West,2021-09-01,Web,0,Active,2023-06-07
3226,Elliot,Gill,1952-11-02,elliot.gill3226@example.com,ls114an,North East,2024-08-17,Direct Mail,1,Inactive,2025-06-01
3227,Gareth,Zielinski,2003-02-06,gareth.zielinski3227@example.com,SW9 4JD,Northern Ireland,2025-12-14,Social,1,Active,2026-07-24
3228,Noah,Ellery,1956-10-26,noah.ellery3228@example.com,LS14 1UG,South West,2023-05-02,Web,1,Active,2024-10-29
3229,Sofia,Yeboah,1956-03-15,sofia.yeboah3229@example.com,SW38 7YE,East Midlands,2021-02-25,Partner,1,Active,2023-04-26
3230,Eleanor,Hargreaves,1971-04-22,eleanor.hargreaves3230@example.com,M25 2UP,South West,2023-11-30,Web,1,Lapsed,2026-01-18
3231,Omar,Ahmed,1982-03-25,omar.ahmed3231@example.com,CF2 5DL,East Midlands,2021-01-05,Web,0,Inactive,2025-11-01
3232,Omar,Dalgleish,1968-01-02,omar.dalgleish3232@example.com,BT36 8YJ,East Midlands,2023-03-06,Social,1,Inactive,2023-08-27
3233,Karolina,Zielinski,1965-03-17,,EH38 5TU,East Midlands,2020-05-14,Telephone,1,Active,2024-06-12
3234,Karolina,Nkemelu,1970-04-24,karolina.nkemelu3234@example.com,SE24 7GT,South West,2024-01-08,Web,1,Lapsed,2025-11-15
3235,Zainab,Yeboah,2006-10-04,zainab.yeboah3235@example.com,B29 6ER,Northern Ireland,2021-05-13,Web,0,Active,2022-11-19
3236,Priya,Bright,1946-07-03,priya.bright3236@example.com,sw317sp,South East,2025-02-08,Social,0,Active,2026-04-17
3237,Ben,Dalgleish,1982-04-26,ben.dalgleish3237@example.com,G18 4NT,Yorkshire & Humber,2023-08-19,Telephone,0,Active,2024-05-15
3238,Rhys,Mensah,2004-08-21,rhys.mensah3238@example.com,L36 6RN,East Midlands,2023-09-07,Direct Mail,1,Active,2023-09-15
3239,Zainab,Sandoval,1955-07-12,zainab.sandoval3239@example.com,NE14 7TL,Wales,2023-06-09,Direct Mail,0,Active,2026-03-05
3240,Zara,Jarvis,1964-09-17,zara.jarvis3240@example.com,BT1 7JR,Wales,2023-01-21,Partner,0,Inactive,2023-12-22
3241,Lucy,Thornbury,2004-08-20,lucy.thornbury3241@example.com,L39 8AQ,East Midlands,2024-04-12,Telephone,1,Lapsed,2025-05-17
3242,Omar,Gill,1984-10-21,omar.gill3242@example.com,B31 6SL,South East,2025-06-04,Direct Mail,0,Lapsed,2026-01-31
3243,Sian,Bright,1988-12-07,sian.bright3243@example.com,LS4 7NR,Northern Ireland,2023-06-17,Partner,0,Active,2024-02-25
3244,Wei,Yeboah,1953-12-04,wei.yeboah3244@example.com,EH10 2NU,Yorkshire & Humber,2022-11-18,Social,0,Lapsed,2025-07-31
3245,Emeka,Abiola,1998-02-12,emeka.abiola3245@example.com,B11 8TD,East of England,2024-09-20,Social,0,Active,2026-08-11
3246,Samuel,Carrick,1982-11-27,samuel.carrick3246@example.com,BS40 3DZ,West Midlands,2024-03-05,Telephone,0,Inactive,2026-08-05
3247,Jasmin,Fenton,1987-05-19,jasmin.fenton3247@example.com,NE25 2JD,Yorkshire & Humber,2021-08-29,Web,1,Active,2022-04-07
3248,Yusuf,Ellery,1972-10-11,,LS40 9FS,North West,2017-08-25,Event,1,Inactive,2022-05-26
3249,Deborah,Pemberton,1994-03-14,deborah.pemberton3249@example.com,NE25 8NZ,North West,2023-08-21,Social,1,Active,2026-02-16
3250,Verity,Grewal,1985-09-26,verity.grewal3250@example.com,N23 6HD,West Midlands,2022-04-26,Telephone,0,Lapsed,2022-08-20
3251,Omar,Hargreaves,1959-08-03,omar.hargreaves3251@example.com,NE12 7TY,East of England,2023-03-02,Telephone,0,Lapsed,2023-05-26
3252,Sofia,Chen,1979-01-09,sofia.chen3252@example.com,SE31 8UP,South East,2025-08-26,Social,1,Active,2026-03-04
3253,Rhys,Rashid,1994-04-10,rhys.rashid3253@example.com,G5 7TH,East of England,2023-06-15,Direct Mail,1,Active,2025-07-21
3254,Kai,Zielinski,1966-03-13,kai.zielinski3254@example.com,L21 7BA,Yorkshire & Humber,2022-12-21,Partner,1,Inactive,2023-02-18
3255,Amara,Lindqvist,1974-01-20,amara.lindqvist3255@example.com,SE29 6AG,North West,2021-07-23,Partner,1,Active,2025-08-13
3256,Deborah,Ahmed,1987-01-01,deborah.ahmed3256@example.com,eh59fn,West Midlands,2023-02-25,Telephone,1,Inactive,2025-02-14
3257,Olive,Iqbal,1968-07-08,olive.iqbal3257@example.com,EH34 2FP,London,2023-01-18,Social,1,Active,2024-11-30
3258,Imogen,Chen,1970-11-06,imogen.chen3258@example.com,g231zt,Northern Ireland,2022-02-21,Web,1,Active,2024-06-01
3259,Callum,Nkemelu,2003-11-20,callum.nkemelu3259@example.com,BT15 3QP,East of England,2020-04-18,Telephone,0,Active,2023-02-05
3260,Joseph,Dalgleish,1962-10-18,joseph.dalgleish3260@example.com,BT38 6ZA,London,2025-09-06,Direct Mail,0,Inactive,2025-12-12
3261,Omar,Whitlock,1972-03-10,omar.whitlock3261@example.com,bt359rx,East Midlands,2026-04-20,Direct Mail,1,Lapsed,2026-08-04
3262,Amara,Morrow,1968-03-08,amara.morrow3262@example.com,LS28 4WL,East of England,2021-10-28,Partner,0,Active,2023-02-11
3263,Joseph,Ellery,1983-02-05,joseph.ellery3263@example.com,SW3 8JR,South East,2022-06-27,Web,0,Lapsed,2026-02-02
3264,Zara,Kowalski,1963-01-18,zara.kowalski3264@example.com,L14 6EU,Northern Ireland,2021-02-11,Telephone,0,Active,2024-07-12
3265,Deborah,Ellery,1985-03-25,deborah.ellery3265@example.com,CF15 2FY,East Midlands,2018-09-04,Event,0,Active,2022-04-03
3266,Zara,Zielinski,1988-08-03,zara.zielinski3266@example.com,CF3 1TS,Northern Ireland,2020-03-13,Event,1,Lapsed,2026-07-19
3267,Jasmin,Kowalski,1950-10-05,jasmin.kowalski3267@example.com,G11 2QZ,North West,2020-09-26,Partner,1,Active,2025-05-21
3268,Rhys,Uddin,1983-02-07,rhys.uddin3268@example.com,G17 8EP,Wales,2018-06-06,Event,0,Inactive,2023-05-06
3269,Elliot,Iqbal,1972-06-25,elliot.iqbal3269@example.com,N39 6XD,East of England,2017-04-14,Event,1,Active,2019-10-25
3270,Olive,Nkemelu,1995-08-10,olive.nkemelu3270@example.com,BS2 7HL,West Midlands,2018-01-17,Partner,1,Active,2018-07-08
3271,Chloe,Sharpe,1957-04-07,chloe.sharpe3271@example.com,CF17 6DT,East Midlands,2024-01-23,Web,0,Lapsed,2026-07-13
3272,Jasmin,Grewal,1974-03-15,jasmin.grewal3272@example.com,n154gn,North East,2024-06-21,Social,0,Lapsed,2025-06-22
3273,Maya,Grewal,1993-09-09,maya.grewal3273@example.com,BT9 1JW,North West,2022-08-27,Partner,1,Lapsed,2023-04-20
3274,Rosa,Tewari,1950-12-19,rosa.tewari3274@example.com,BS28 9GZ,North West,2023-08-12,Social,0,Active,2025-08-18
3275,Tariq,Kowalski,1980-03-09,tariq.kowalski3275@example.com,EH4 9RD,East of England,2024-07-06,Direct Mail,1,Lapsed,2026-01-14
3276,Maya,Baptiste,1949-08-22,maya.baptiste3276@example.com,EH29 6AQ,South West,2024-07-13,Telephone,0,Active,2026-06-20
3277,Daniel,Abiola,1950-04-21,daniel.abiola3277@example.com,sw298tr,East Midlands,2024-12-08,Social,0,Deceased,2025-02-20
3278,Isaac,Ahmed,1970-06-02,isaac.ahmed3278@example.com,M6 4JX,North West,2023-02-09,Web,1,Active,2023-02-10
3279,Callum,Hargreaves,1951-10-27,callum.hargreaves3279@example.com,NE10 8WA,London,2024-06-17,Web,0,Active,2024-12-21
3280,Olive,Rashid,1981-03-08,olive.rashid3280@example.com,SE20 5HA,East Midlands,2019-12-16,Event,0,Active,2024-09-19
3281,Harun,Kowalski,1977-08-04,harun.kowalski3281@example.com,G39 4JW,Wales,2018-10-02,Event,0,Active,2020-11-18
3282,Emeka,Okafor,1970-04-03,emeka.okafor3282@example.com,G40 5ZQ,South West,2022-04-21,Telephone,1,Active,2023-03-12
3283,Rachel,Nkemelu,1985-04-07,rachel.nkemelu3283@example.com,NE33 9YH,Wales,2024-06-09,Social,0,Active,2024-10-16
3284,Verity,Ellery,2001-08-05,verity.ellery3284@example.com,EH34 5ES,West Midlands,2019-11-21,Partner,0,Active,2020-12-23
3285,Tariq,Morrow,1964-01-05,tariq.morrow3285@example.com,SE4 2WQ,South East,2020-12-17,Event,0,Active,2025-12-27
3286,Rosa,Vasquez,1981-02-22,rosa.vasquez3286@example.com,B19 8NJ,,2025-01-26,Social,1,Active,2025-12-21
3287,Tariq,Tewari,1953-05-07,tariq.tewari3287@example.com,NE37 4YR,East Midlands,2017-03-09,Event,1,Active,2017-04-13
3288,Gareth,Lindqvist,1992-04-03,gareth.lindqvist3288@example.com,ne217tt,Yorkshire & Humber,2025-10-30,Direct Mail,0,Lapsed,2026-07-20
3289,Imogen,Kowalski,1976-11-08,imogen.kowalski3289@example.com,B35 9RW,East of England,2022-03-20,Web,0,Active,2024-11-17
3290,Noah,Tewari,1953-12-07,noah.tewari3290@example.com,B30 5TE,,2025-02-23,Web,1,Active,2025-08-26
3291,Elliot,Ahmed,1981-04-21,elliot.ahmed3291@example.com,LS20 5SH,Scotland,2017-08-16,Partner,1,Active,2024-11-10
3292,Daniel,Morrow,1946-11-22,daniel.morrow3292@example.com,N17 7WA,East Midlands,2023-06-30,Partner,1,Active,2025-01-01
3293,Zainab,Jarvis,1952-05-01,zainab.jarvis3293@example.com,B33 7SF,Wales,2023-09-02,Social,1,Active,2024-11-23
3294,Omar,Dalgleish,2004-12-17,omar.dalgleish3294@example.com,G3 7QA,Scotland,2020-11-10,Event,0,Active,2024-04-17
3295,Rosa,Ahmed,1995-05-10,rosa.ahmed3295@example.com,ne132zt,East Midlands,2022-12-31,Social,0,Active,2025-02-09
3296,Samuel,Lindqvist,1986-05-23,samuel.lindqvist3296@example.com,L23 1DH,Northern Ireland,2024-07-28,Web,0,Inactive,2026-01-22
3297,Sofia,Bright,1991-11-17,sofia.bright3297@example.com,SE1 3ET,Yorkshire & Humber,2026-04-14,Direct Mail,1,Active,2026-08-06
3298,Tariq,Wainwright,1956-07-24,tariq.wainwright3298@example.com,BS36 7AT,Northern Ireland,2023-07-20,Web,1,Active,2026-04-11
3299,Harun,Chen,1947-01-03,harun.chen3299@example.com,BS18 3NF,East of England,2025-08-31,Social,1,Active,2026-04-13
3300,Uche,Bright,1999-02-06,uche.bright3300@example.com,EH36 2YS,Wales,2024-03-22,Social,1,Inactive,2026-01-09
3301,Imogen,Thornbury,1985-10-13,imogen.thornbury3301@example.com,NE31 7PH,Wales,2023-12-24,Telephone,1,Active,2025-11-23
3302,Daniel,Quainton,1978-07-02,daniel.quainton3302@example.com,SE38 1FY,London,2025-11-04,Direct Mail,0,Active,2026-03-15
3303,Aisha,Yeboah,2002-09-24,aisha.yeboah3303@example.com,G32 8RE,East Midlands,2020-11-24,Partner,0,Active,2024-07-29
3304,Fatima,Chen,1952-11-05,fatima.chen3304@example.com,BT26 7UQ,South East,2017-07-08,Event,0,Inactive,2025-01-15
3305,Gareth,Quainton,1946-10-19,gareth.quainton3305@example.com,B13 3BN,North East,2025-12-29,Social,0,Active,2026-02-22
3306,Ben,Pemberton,1994-05-15,ben.pemberton3306@example.com,L5 4ZJ,Northern Ireland,2024-04-25,Social,1,Active,2025-06-13
3307,Zara,Pemberton,1948-08-20,zara.pemberton3307@example.com,g355xp,East of England,2023-07-01,Direct Mail,0,Active,2026-07-02
3308,Priya,Quainton,2000-12-06,priya.quainton3308@example.com,SW33 8WU,Scotland,2016-10-16,Event,0,Active,2022-12-29
3309,Daniel,Gill,1952-09-06,daniel.gill3309@example.com,M24 8AH,Wales,2019-05-11,Partner,1,Active,2025-12-15
3310,Karolina,Zielinski,1962-02-22,karolina.zielinski3310@example.com,EH1 2TQ,Scotland,2025-04-04,Direct Mail,0,Inactive,2026-06-17
3311,Liam,Uddin,2000-06-10,,BT21 8DS,West Midlands,2023-07-11,Direct Mail,1,Active,2025-06-16
3312,Hannah,Yeboah,1962-06-21,hannah.yeboah3312@example.com,B28 4NQ,North East,2022-08-16,Social,0,Active,2024-09-28
3313,Uche,Kowalski,1977-06-16,uche.kowalski3313@example.com,SE17 4YN,North East,2023-05-29,Web,0,Lapsed,2023-11-08
3314,Maya,Lindqvist,1999-06-02,maya.lindqvist3314@example.com,CF11 3YT,Scotland,2024-08-21,Social,0,Active,2024-11-26
3315,Rhys,Vasquez,1978-01-16,rhys.vasquez3315@example.com,LS4 8YN,,2025-12-30,Direct Mail,1,Active,2026-02-07
3316,Samuel,Baptiste,1995-05-15,samuel.baptiste3316@example.com,M34 1LB,Scotland,2023-07-26,Telephone,0,Inactive,2024-11-18
3317,Noah,Baptiste,1986-02-15,noah.baptiste3317@example.com,LS16 3TQ,West Midlands,2020-04-22,Event,1,Active,2024-02-28
3318,Imogen,Sharpe,1961-02-21,imogen.sharpe3318@example.com,NE13 5QL,Wales,2025-02-16,Direct Mail,1,Inactive,2025-12-31
3319,Yusuf,Hargreaves,1966-11-12,yusuf.hargreaves3319@example.com,EH18 2SX,Yorkshire & Humber,2021-09-04,Telephone,0,Active,2024-06-13
3320,Callum,Vasquez,1985-09-26,callum.vasquez3320@example.com,CF36 4YA,South East,2018-07-30,Telephone,0,Active,2023-10-29
3321,Deborah,Abiola,1977-11-27,deborah.abiola3321@example.com,M16 9RG,North East,2018-12-15,Partner,1,Active,2023-12-19
3322,Imogen,Kowalski,1957-06-06,imogen.kowalski3322@example.com,BS8 3BB,East Midlands,2019-08-16,Telephone,1,Active,2021-09-04
3323,Mahmoud,Wainwright,2004-07-15,mahmoud.wainwright3323@example.com,NE5 2NW,North East,2022-12-26,Social,0,Active,2024-11-15
3324,Daniel,Abiola,1993-05-07,daniel.abiola3324@example.com,CF40 4GT,East of England,2019-10-17,Telephone,1,Active,2022-01-02
3325,Gareth,Ellery,1978-07-10,gareth.ellery3325@example.com,M2 5UX,Yorkshire & Humber,2022-05-09,Social,0,Active,2025-01-04
3326,Leah,Quainton,1983-10-27,leah.quainton3326@example.com,LS12 8YW,South East,2017-01-28,Event,1,Lapsed,2016-11-19
3327,Gareth,Wainwright,1990-12-18,gareth.wainwright3327@example.com,M25 3HD,London,2024-11-20,Direct Mail,1,Active,2025-02-28
3328,Rosa,Sandoval,1966-06-17,rosa.sandoval3328@example.com,BS12 6TH,Yorkshire & Humber,2022-08-13,Social,0,Active,2025-09-02
3329,Karolina,Vasquez,1994-05-26,karolina.vasquez3329@example.com,N36 4RU,London,2024-07-03,Web,1,Lapsed,2024-10-21
3330,Grace,Chen,1994-01-05,grace.chen3330@example.com,SE18 5BN,North East,2024-02-05,Telephone,0,Lapsed,2026-01-26
3331,Deborah,Dalgleish,1948-09-20,deborah.dalgleish3331@example.com,LS9 2QW,North East,2023-02-02,Social,1,Inactive,2023-04-21
3332,Imogen,Duffy,1996-02-08,imogen.duffy3332@example.com,CF30 9RX,Scotland,2024-10-26,Web,0,Active,2025-08-21
3333,Zainab,Pemberton,1984-12-18,zainab.pemberton3333@example.com,G38 2DR,North West,2020-05-07,Event,0,Lapsed,2021-03-24
3334,Verity,Jarvis,1948-04-10,verity.jarvis3334@example.com,SW32 9XQ,South East,2017-04-29,Partner,1,Lapsed,2024-09-25
3335,Sofia,Ahmed,1954-02-13,sofia.ahmed3335@example.com,LS24 4PR,East of England,2024-03-14,Direct Mail,1,Active,2024-05-22
3336,Yusuf,Uddin,1975-09-23,yusuf.uddin3336@example.com,L36 4ZT,Scotland,2024-02-25,Social,0,Active,2025-07-31
3337,Joseph,Vasquez,1959-04-17,joseph.vasquez3337@example.com,EH5 3BL,South West,2024-07-01,Telephone,1,Lapsed,2024-07-26
3338,Emeka,Zielinski,1960-12-20,emeka.zielinski3338@example.com,BT2 4GQ,South East,2019-02-11,Partner,1,Active,2023-02-18
3339,Isaac,Carrick,1952-02-27,isaac.carrick3339@example.com,G21 4RD,Yorkshire & Humber,2023-08-29,Telephone,1,Inactive,2026-07-11
3340,Grace,Abiola,1970-05-09,grace.abiola3340@example.com,CF33 6QR,East of England,2022-09-17,Partner,1,Active,2023-03-25
3341,Uche,Duffy,2001-12-23,uche.duffy3341@example.com,M22 5UB,Northern Ireland,2019-09-23,Telephone,0,Active,2025-10-21
3342,Isaac,Sharpe,1961-08-28,isaac.sharpe3342@example.com,N19 9ST,South East,2025-10-02,Direct Mail,1,Active,2026-07-28
3343,Mahmoud,Pemberton,1977-02-09,mahmoud.pemberton3343@example.com,NE31 7DT,,2023-07-02,Direct Mail,1,Active,2024-03-28
3344,Tariq,Ahmed,1966-07-08,tariq.ahmed3344@example.com,BS40 9UL,North East,2024-01-07,Web,0,Lapsed,2024-03-31
3345,Rhys,Grewal,1979-12-21,rhys.grewal3345@example.com,EH22 9WD,Scotland,2019-09-04,Partner,0,Active,2021-05-24
3346,Fatima,Morrow,1966-10-04,fatima.morrow3346@example.com,n318da,Northern Ireland,2020-06-11,Telephone,0,Active,2024-03-05
3347,Harun,Morrow,1975-05-19,harun.morrow3347@example.com,BS37 7XP,North West,2020-05-09,Event,0,Lapsed,2021-06-29
3348,Kai,Mensah,1951-03-15,kai.mensah3348@example.com,BT33 2HG,Wales,2023-10-30,Social,1,Lapsed,2024-05-31
3349,Verity,Sandoval,1975-12-15,verity.sandoval3349@example.com,NE10 4BJ,Wales,2023-01-14,Social,0,Lapsed,2026-02-20
3350,Theo,Iqbal,1971-03-14,theo.iqbal3350@example.com,LS22 2TS,Northern Ireland,2021-05-28,Web,1,Active,2021-07-27
3351,Aisha,Thornbury,1947-12-14,aisha.thornbury3351@example.com,SE30 1BT,South West,2021-01-18,Web,0,Active,2025-11-19
3352,Maya,Baptiste,1954-03-17,maya.baptiste3352@example.com,SE37 3SY,East of England,2021-08-06,Event,0,Active,2024-08-01
3353,Samuel,Yeboah,1947-06-28,samuel.yeboah3353@example.com,N14 9LP,East Midlands,2024-02-27,Web,0,Lapsed,2026-03-23
3354,Grace,Yeboah,1957-07-08,grace.yeboah3354@example.com,SE1 7WB,South West,2025-05-09,Direct Mail,0,Lapsed,2025-09-05
3355,Omar,Gill,1977-11-18,omar.gill3355@example.com,EH18 6HA,West Midlands,2020-11-05,Web,1,Active,2021-02-19
3356,Imogen,Thornbury,1960-10-10,imogen.thornbury3356@example.com,LS34 7TQ,Wales,2024-06-23,Social,0,Active,2025-12-28
3357,Aisha,Quainton,1964-11-04,aisha.quainton3357@example.com,LS39 6TN,Scotland,2025-09-17,Social,0,Active,2026-07-29
3358,Theo,Grewal,2000-02-25,theo.grewal3358@example.com,CF1 2WF,Scotland,2022-06-27,Telephone,0,Active,2024-01-11
3359,Fatima,Zielinski,1963-02-02,fatima.zielinski3359@example.com,SW12 3SR,South East,2020-03-18,Event,1,Lapsed,2023-10-21
3360,Zainab,Whitlock,2001-05-08,zainab.whitlock3360@example.com,G1 6BZ,Scotland,2018-03-22,Event,0,Active,2020-11-04
3361,Lucy,Abiola,2006-05-12,lucy.abiola3361@example.com,BS16 6FF,North East,2025-08-10,Web,1,Active,2026-06-27
3362,Harun,Kowalski,1975-10-23,harun.kowalski3362@example.com,LS29 8FB,North East,2023-04-11,Telephone,0,Active,2025-09-18
3363,Lucy,Bright,1962-02-06,lucy.bright3363@example.com,BT13 5AG,North West,2018-05-26,Partner,0,Lapsed,2020-09-30
3364,Emeka,Nkemelu,1952-06-27,emeka.nkemelu3364@example.com,N21 7RG,Scotland,2018-03-03,Event,0,Active,2025-03-26
3365,Ben,Okafor,1958-09-27,ben.okafor3365@example.com,LS28 9XT,South East,2021-10-26,Web,0,Inactive,2024-05-20
3366,Mahmoud,Vasquez,1987-03-04,mahmoud.vasquez3366@example.com,NE23 4AA,South East,2019-01-23,Event,1,Active,2020-02-06
3367,Callum,Iqbal,1973-07-10,callum.iqbal3367@example.com,G5 7GL,Yorkshire & Humber,2023-01-31,Web,1,Active,2026-01-11
3368,Fatima,Rashid,1991-05-07,fatima.rashid3368@example.com,EH24 8QX,Northern Ireland,2019-05-04,Partner,0,Inactive,2022-04-03
3369,Maya,Okafor,1972-03-11,maya.okafor3369@example.com,L8 9FG,East Midlands,2025-02-27,Web,1,Inactive,2025-07-31
3370,Noah,Gill,1998-08-20,noah.gill3370@example.com,BT3 9FE,Wales,2022-05-04,Social,1,Lapsed,2024-07-15
3371,Omar,Mensah,1950-10-27,omar.mensah3371@example.com,L1 9UR,North West,2018-01-08,Event,0,Active,2026-05-08
3372,Zara,Thornbury,1950-08-19,zara.thornbury3372@example.com,G31 1PG,East Midlands,2020-11-18,Web,1,Inactive,2022-06-09
3373,Freya,Ellery,1946-01-15,freya.ellery3373@example.com,G32 4DZ,Yorkshire & Humber,2020-12-07,Telephone,0,Lapsed,2026-07-09
3374,Theo,Whitlock,2005-09-12,theo.whitlock3374@example.com,G36 5XD,North East,2018-03-05,Event,0,Active,2018-06-14
3375,Emeka,Yeboah,1993-07-13,emeka.yeboah3375@example.com,CF7 2YR,London,2019-09-15,Telephone,0,Active,2025-05-31
3376,Priya,Whitlock,1993-09-16,priya.whitlock3376@example.com,BS11 4TJ,North West,2018-08-09,Telephone,0,Active,2020-08-22
3377,Imogen,Ahmed,1953-11-20,imogen.ahmed3377@example.com,BT5 5GR,North West,2023-02-08,Telephone,0,Active,2023-06-17
3378,Sian,Ellery,1947-08-04,sian.ellery3378@example.com,BS35 7XD,South West,2022-05-16,Event,0,Active,2023-02-03
3379,Kai,Baptiste,1983-10-20,kai.baptiste3379@example.com,n273fs,Yorkshire & Humber,2022-08-02,Social,0,Deceased,2023-11-13
3380,Isaac,Okafor,1989-03-12,isaac.okafor3380@example.com,LS6 2XU,Northern Ireland,2021-01-01,Event,1,Active,2025-09-03
3381,Samuel,Tewari,1954-10-25,samuel.tewari3381@example.com,ne38fe,Yorkshire & Humber,2025-09-18,Web,0,Inactive,2025-12-03
3382,Jasmin,Baptiste,1959-01-26,jasmin.baptiste3382@example.com,SW12 7PW,Wales,2020-01-06,Partner,0,Lapsed,2023-08-08
3383,Sian,Carrick,1975-08-25,sian.carrick3383@example.com,SE26 7XJ,Scotland,2023-09-30,Web,1,Active,2026-01-22
3384,Rhys,Bright,1994-05-04,rhys.bright3384@example.com,B2 4AP,Northern Ireland,2019-07-27,Partner,0,Active,2021-03-02
3385,Fatima,Mensah,1980-01-28,fatima.mensah3385@example.com,LS39 3SL,North East,2024-05-18,Direct Mail,1,Active,2025-09-29
3386,Callum,Morrow,1986-03-01,callum.morrow3386@example.com,L13 2SU,London,2024-09-19,Direct Mail,1,Inactive,2026-01-01
3387,Gareth,Duffy,1951-09-15,gareth.duffy3387@example.com,SW8 4DD,West Midlands,2021-06-25,Event,0,Active,2023-10-23
3388,Eleanor,Hargreaves,1979-07-09,eleanor.hargreaves3388@example.com,L19 2JN,South East,2019-01-31,Telephone,0,Active,2023-04-21
3389,Rosa,Ahmed,2004-06-09,rosa.ahmed3389@example.com,NE34 3DH,East of England,2023-12-03,Direct Mail,1,Active,2024-11-01
3390,Uche,Jarvis,1949-06-15,uche.jarvis3390@example.com,L10 5BS,South West,2021-05-02,Telephone,0,Inactive,2024-11-04
3391,Rhys,Okafor,1982-08-01,rhys.okafor3391@example.com,cf269eq,South East,2021-02-21,Telephone,0,Lapsed,2023-01-30
3392,Maya,Zielinski,1950-07-12,maya.zielinski3392@example.com,EH39 8GL,South West,2022-12-26,Social,1,Inactive,2026-03-31
3393,Ben,Dalgleish,1978-08-05,,BS30 6HP,North East,2017-08-04,Partner,0,Inactive,2019-05-04
3394,Elliot,Hargreaves,1960-02-16,elliot.hargreaves3394@example.com,N31 7HQ,Yorkshire & Humber,2018-08-07,Event,1,Active,2018-12-21
3395,Theo,Sandoval,1964-08-14,theo.sandoval3395@example.com,BS8 6AA,Northern Ireland,2018-02-21,Event,0,Active,2024-03-15
3396,Olive,Uddin,1961-03-19,olive.uddin3396@example.com,NE27 9XQ,Northern Ireland,2025-12-31,Direct Mail,0,Active,2026-07-17
3397,Joseph,Whitlock,2002-12-12,joseph.whitlock3397@example.com,CF28 2WJ,South West,2023-12-24,Direct Mail,0,Lapsed,2026-05-18
3398,Wei,Lindqvist,1963-12-26,wei.lindqvist3398@example.com,B15 8GD,Wales,2025-12-12,Social,0,Inactive,2026-02-16
3399,Deborah,Hargreaves,1950-11-04,deborah.hargreaves3399@example.com,L26 8EB,Wales,2018-07-13,Partner,1,Active,2019-10-23
3400,Niamh,Mensah,1980-09-10,niamh.mensah3400@example.com,SE39 4XN,East Midlands,2024-03-31,Direct Mail,0,Lapsed,2024-05-21
3401,Zara,Duffy,1971-04-12,zara.duffy3401@example.com,N36 6LH,West Midlands,2021-02-17,Partner,1,Inactive,2024-08-08
